full_name,title,company,bio,talk_title,photo_url,social_links,event,source_category
Mark Galea Salomone,Managing Associate,WH Partners,"Mark Galea Salomone is a Managing Associate in the tax team at WH Partners. He has extensive experience in corporate tax, having previously served as a Tax Senior Associate with Dentons in the UK's London office and worked in KPMG UK’s corporate tax department. Mark advises domestic and international clients on complex UK, Maltese, and cross-border tax matters, including tax restructuring, inbound and outbound investment, corporate finance, mergers and acquisitions, and private wealth tax law. His clients include private equity houses, leading multinationals, financial institutions, and companies in the technology and crypto sectors. He has contributed to leading publications such as Cahiers de droit fiscal international (International Fiscal Association), International Tax Review, and Tax Journal. Mark is dual-qualified as both a lawyer and an accountant. He holds an LL.M. in Tax from the London School of Economics and an LL.D. (Doctor of Laws) from the University of Malta, and he is also a Chartered Certified Accountant (ACCA).",,https://tickets.sigma.world/img/speakers/tmp/speaker-1986-1760528643.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Charles Mizzi,CEO,Malta Gaming Authority,"Charles Mizzi is Chief Executive Officer at the Malta Gaming Authority (MGA). He joined the MGA following a five-year tenure at the helm of the Residency Malta Agency. During his time there, he led the organisation towards its goal of ensuring that Malta is one of the most reputable and desireable residencies by investment jurisdictions. He has extensive experience in operations management and a background in marketing, communications and national-level event management.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1988-1760528712.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Stephen Crystal,Founder & CEO,SCCG Management,"Stephen A. Crystal has spent over 32 years in all aspects of the casino, gaming technology, iGaming, sports betting, eSports, and sports entertainment industries. He has served as an attorney representing public and private gaming companies; a Las Vegas casino owner and gaming executive employing thousands of employees; and an investor and advisor on over 2 billion dollars of project finance, mergers, and acquisitions in the casino, gaming technology, iGaming, sports betting, eSports, and sports entertainment verticals. Steve received his undergraduate degree from Dartmouth College in 1987 and his Juris Doctor degree from American University in 1992. He is licensed to practice law in Missouri (1992) and the District of Columbia (1993). He served as one of the youngest State Representatives in New Hampshire State history and ran campaign strategy for numerous Presidential, Senatorial, and Congressional campaigns across the USA!",,https://tickets.sigma.world/img/speakers/tmp/speaker-301-1760528805.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Andrea Marchetti,Partner & Director,WH Partners Italy,,,https://tickets.sigma.world/img/speakers/tmp/speaker-1989-1760534415.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Zsuzsanna Zeibig,General Manager,EGT Kenya,"Zsuzsanna Zeibig has been working in the gambling industry for 20 years and is currently the General Manager for EGT Kenya, overseeing the company’s operations across the African markets.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1993-1760535476.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Avv. Valérie Peano,Founding Partner,EGLA (European Gambling Lawyers and Advisors),"Attorney-at-Law admitted as a Barrister of the Italian Supreme Courts and founding Partner of EGLA, Valérie is advising on all aspects of gambling law including licence tender applications, compliance, advertising, licence reviews, changes of control and business sales. She has acted as legal advisor for online gambling to the Italian Gaming Authority and the Italian Chamber of Deputies IV Finance Commission. Presently, she is advising national and international lotteries and gambling operators, B2B game and software suppliers as well as national regulatory authorities in various jurisdictions. From 2023 to date, she is acting as legal expert to the International Olympic Committee Unit against match-fixing. She actively contributes as author of various articles on gambling both at national and international level and acts as Jury for gambling awards.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1995-1760535174.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Adam Rosenberg,Senior Advisor,Blackstone,"Adam Rosenberg is currently Senior Advisor to Blackstone, the world’s largest alternative asset manager, for Gaming & Leisure industry investments; he has extensive experience serving as Board Member, Board Observer and/or Special Advisor for public and private companies. From 2014 to 2021, Adam was Global Head of Gaming & Leisure at Fortress Investment Group, Adam held various investment banking positions at Goldman, Sachs & Co., and most recently as Global Head of Gaming where he advised and raised capital for casino operator, gaming technology and equipment manufacturer clients.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1998-1760601358.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Christopher Mitoli,Head of Acquisition Italy,Marathonbet,"Christopher Mitoli is an iGaming and digital marketing professional currently serving as Head of Online Acquisition (Italy) at Marathonbet, a position he assumed in May 2025. In this role, he leads the full acquisition strategy for the Italian market, managing affiliate, performance, and online media channels to drive customer growth and optimise ROI. His approach blends data-driven marketing with a deep understanding of regulated betting environments.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1999-1760601436.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Simon Stokes,CCO,The Conexus Group,"Simon Stokes is Group Chief Commercial Officer at The Conexus Group, a role in which he leads commercial strategy and operations across a portfolio of specialist businesses in the Payments and FinTech industry. With over 20 years’ experience in these sectors, he drives revenue growth, spearheads group-wide initiatives, and cultivates key client relationships for the group. Simon also spearheaded the launch of The Conexus Group’s dedicated FinTech M&A advisory arm, PaymentGenes Capital. In addition, he serves as a Commercial Board Advisor to a number of early-stage FinTech ventures.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2000-1760601522.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Serhii Zakharov,Founder & CEO,PayDo,"Serhii Zakharov is a globally recognised FinTech entrepreneur and the Founder/CEO of PayDo. His mission is to simplify online payments, a journey that began with developing IT projects as a teenager in Ukraine. By age 25, he became one of the youngest founders to lead a Financial Conduct Authority-approved institution in the UK. As CEO of PayDo, Serhii addressed the critical pain point of fragmented payment solutions by building a unified, regulated ecosystem.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2001-1760601572.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Matt Sahakian,Gaming Consultant,,"Matt Sahakian has over 6 years of experience in the gaming, crypto, and tech industries, helping companies grow and expand globally. With strong expertise in business development and market entry, he focuses on creating strategies that drive real results, for PAMs, Operators and Game providers. Specialized in connecting worlds in the gaming sector Gaming, Matt offers a full 360° approach for partners looking to enter or scale in Brazi-Latam. With a strong multicultural and multilingual background, his expertise & connections helps bridge global opportunities with local emerging markets. Passionate about innovation and emerging businesses, Matt uses his experience & contact as regional director with big players such as Digitais and Betconstruct to strengthen his client presence, growth and strategies in Brazil & Latam. Matt Sahakian, connecting Gaming worlds through innovative solutions.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1083-1760601602.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Valentina Diaco,Founder,Profit Matches,"Valentina Diaco is a marketing strategist and growth advisor with nearly two decades of experience across entertainment, luxury, and iGaming. She has led digital for global brands including Bulgari, FOX International Channels, and PlayStation, and has held leadership roles at successful crypto and fiat operators, orchestrating marketing departments across branding, acquisition, and retention , from affiliates to influencers and KOLs. She is the Founder of Profit Matches, a marketing consultancy that helps businesses craft rational, data-driven strategies designed to align profit with purpose, and AI Match, a matchmaking platform that connects iGaming and crypto companies with the right AI solutions to bridge marketing, technology, and growth.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2002-1760609234.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
